,Кредит (актив),Вклад (пассив),Дата погашения,"Срок погашения, дней","Ставка, %",[ОТВЕТ] Номер группы,Пример группировки (для первых 20 сделок),
432,10300000.0,0.0,11.06.2018,81,2.0714,18.0,,
433,52000000.0,0.0,13.06.2018,83,2.0888,18.0,,
434,0.0,20700000.0,13.06.2018,83,2.0888,18.0,,
435,0.0,10300000.0,18.06.2018,88,2.145,18.0,,
436,0.0,15500000.0,18.06.2018,88,2.1775,19.0,,
437,38000000.0,0.0,19.06.2018,89,2.1775,19.0,,
438,26900000.0,0.0,23.04.2018,32,1.7447,13.0,,
439,0.0,31000000.0,24.04.2018,33,1.7413,13.0,,
440,10300000.0,0.0,01.05.2018,40,1.7734,13.0,,
441,0.0,10300000.0,01.05.2018,40,1.7734,13.0,,
442,5100000.0,0.0,01.05.2018,40,1.7734,13.0,,
443,123500000.0,0.0,01.05.2018,40,1.7734,13.0,,
444,0.0,5100000.0,08.05.2018,47,1.787,13.0,,
445,0.0,15500000.0,11.05.2018,50,1.8105,14.0,,
446,10300000.0,0.0,11.05.2018,50,1.8105,14.0,,
447,10300000.0,0.0,14.05.2018,53,1.8334,14.0,,
448,0.0,21300000.0,21.06.2018,91,2.2225,19.0,,
449,21300000.0,0.0,22.06.2018,92,2.2481,19.0,,
450,150000000.0,0.0,14.05.2018,53,1.8105,14.0,,
451,15000000.0,0.0,29.05.2018,68,1.9842,16.0,,
452,12300000.0,0.0,29.05.2018,68,1.9842,16.0,,
453,0.0,10300000.0,29.05.2018,68,1.9842,16.0,,
454,4600000.0,0.0,01.06.2018,71,2.0063,16.0,,
455,10300000.0,0.0,04.06.2018,74,2.0172,16.0,,
456,0.0,21000000.0,04.06.2018,74,2.0246,16.0,,
457,0.0,20500000.0,04.06.2018,74,2.0246,16.0,,
458,12300000.0,0.0,04.06.2018,74,2.0246,16.0,,
459,14400000.0,0.0,08.06.2018,78,2.0473,16.0,,
460,30800000.0,0.0,11.06.2018,81,2.0714,18.0,,
461,10300000.0,0.0,14.06.2018,84,2.1069,18.0,,
462,0.0,20600000.0,21.06.2018,91,2.2225,19.0,,
463,0.0,7500000.0,23.04.2018,32,1.7445,13.0,,
464,10200000.0,0.0,27.04.2018,36,1.7603,13.0,,
465,20500000.0,0.0,02.05.2018,41,1.7778,13.0,,
466,0.0,20500000.0,03.05.2018,42,1.787,13.0,,
467,0.0,10300000.0,04.05.2018,43,1.787,13.0,,
468,10800000.0,0.0,09.05.2018,48,1.7999,13.0,,
469,0.0,41200000.0,10.05.2018,49,1.8105,14.0,,
470,0.0,54500000.0,16.05.2018,55,1.85,14.0,,
471,10200000.0,0.0,17.05.2018,56,1.8849,14.0,,
472,10900000.0,0.0,17.05.2018,56,1.8849,14.0,,
473,76000000.0,0.0,18.05.2018,57,1.236,5.0,,
474,0.0,12400000.0,29.05.2018,68,1.9563,15.0,,
475,10300000.0,0.0,07.06.2018,77,2.0349,16.0,,
476,6000000.0,0.0,07.06.2018,77,2.0349,16.0,,
477,12400000.0,0.0,11.06.2018,81,2.0714,18.0,,
478,10300000.0,0.0,11.06.2018,81,2.0714,18.0,,
479,10300000.0,0.0,18.06.2018,88,2.1775,19.0,,
480,0.0,10500000.0,23.04.2018,32,1.7445,13.0,,
481,0.0,40000000.0,23.04.2018,32,1.7445,13.0,,
482,10300000.0,0.0,08.05.2018,47,1.7935,13.0,,
483,14400000.0,0.0,11.05.2018,50,1.8105,14.0,,
484,0.0,10300000.0,11.05.2018,50,1.8105,14.0,,
485,10300000.0,0.0,11.05.2018,50,1.8105,14.0,,
486,0.0,16500000.0,14.05.2018,53,1.8334,14.0,,
487,0.0,44000000.0,21.05.2018,60,1.8921,15.0,,
488,0.0,4100000.0,21.05.2018,60,1.8921,15.0,,
489,10900000.0,0.0,22.05.2018,61,1.9039,15.0,,
490,10300000.0,0.0,29.05.2018,68,1.9563,15.0,,
491,0.0,30900000.0,29.05.2018,68,1.9842,16.0,,
492,0.0,11000000.0,08.06.2018,78,2.0473,16.0,,
493,0.0,10300000.0,08.06.2018,78,2.0473,16.0,,
494,5500000.0,0.0,11.06.2018,81,2.0573,16.0,,
495,20700000.0,0.0,11.06.2018,81,2.0714,18.0,,
496,10400000.0,0.0,12.06.2018,82,2.0714,18.0,,
497,10400000.0,0.0,15.06.2018,85,2.1245,18.0,,
498,20700000.0,0.0,19.06.2018,89,2.1775,19.0,,
499,20700000.0,0.0,23.04.2018,32,1.7445,13.0,,
500,0.0,10300000.0,23.04.2018,32,1.7445,13.0,,
501,0.0,300000000.0,30.04.2018,39,1.8278,14.0,,
502,53100000.0,0.0,16.05.2018,55,1.85,14.0,,
503,0.0,18000000.0,21.05.2018,60,1.8725,14.0,,
504,0.0,31100000.0,21.05.2018,60,1.8849,14.0,,
505,41000000.0,0.0,15.05.2018,54,1.9604,15.0,,
506,0.0,28300000.0,22.05.2018,61,1.9039,15.0,,
507,0.0,100000000.0,22.05.2018,61,1.9039,15.0,,
508,82000000.0,0.0,15.05.2018,54,1.9604,15.0,,
509,0.0,250000000.0,29.05.2018,68,1.9436,15.0,,
510,21300000.0,0.0,01.06.2018,71,2.0063,16.0,,
511,0.0,55200000.0,05.06.2018,75,2.0246,16.0,,
512,0.0,1000000.0,08.06.2018,78,2.0473,16.0,,
513,27200000.0,0.0,11.06.2018,81,2.0714,18.0,,
514,0.0,29400000.0,18.06.2018,88,2.1775,19.0,,
515,0.0,30800000.0,21.06.2018,91,2.2225,19.0,,
516,0.0,20600000.0,09.05.2018,48,1.7999,13.0,,
517,16000000.0,0.0,30.04.2018,39,1.7723,13.0,,
518,0.0,79600000.0,30.04.2018,39,1.7723,13.0,,
519,0.0,103300000.0,08.06.2018,78,2.0473,16.0,,
520,0.0,108300000.0,11.06.2018,81,2.0573,16.0,,
521,103000000.0,0.0,11.06.2018,81,2.0714,18.0,,
522,0.0,124000000.0,31.05.2018,70,1.9842,16.0,,
523,79000000.0,0.0,30.05.2018,69,1.9842,16.0,,
524,103100000.0,0.0,21.06.2018,91,2.2225,19.0,,
525,248000000.0,0.0,31.05.2018,70,1.9842,16.0,,
526,53200000.0,0.0,16.05.2018,55,1.85,14.0,,
527,21300000.0,0.0,21.05.2018,60,1.8725,14.0,,
528,204500000.0,0.0,22.05.2018,61,1.9039,15.0,,
529,250000000.0,0.0,29.05.2018,68,1.9436,15.0,,
530,0.0,20000000.0,29.05.2018,68,1.9842,16.0,,
531,0.0,21300000.0,04.06.2018,74,2.0172,16.0,,
532,0.0,56700000.0,04.06.2018,74,2.0172,16.0,,
533,49700000.0,0.0,05.06.2018,75,2.0246,16.0,,
534,21300000.0,0.0,08.06.2018,78,2.0473,16.0,,
535,71000000.0,0.0,11.06.2018,81,2.0573,16.0,,
536,0.0,56600000.0,15.06.2018,85,2.1245,18.0,,
537,45200000.0,0.0,15.06.2018,85,2.1245,18.0,,
538,0.0,21300000.0,18.06.2018,88,2.145,18.0,,
539,18000000.0,0.0,22.06.2018,92,2.2481,19.0,,
540,0.0,22100000.0,14.05.2018,53,1.8105,14.0,,
541,77000000.0,0.0,30.05.2018,69,1.9842,16.0,,
542,0.0,77000000.0,30.05.2018,69,1.9842,16.0,,
543,30600000.0,0.0,01.06.2018,71,2.0063,16.0,,
544,0.0,53200000.0,15.06.2018,85,2.1245,18.0,,
545,0.0,204000000.0,21.06.2018,91,2.2225,19.0,,
546,0.0,30600000.0,23.04.2018,32,1.7447,13.0,,
547,10200000.0,0.0,26.04.2018,35,1.7525,13.0,,
548,0.0,10200000.0,27.04.2018,36,1.7603,13.0,,
549,0.0,53100000.0,30.04.2018,39,1.7603,13.0,,
550,0.0,20400000.0,14.05.2018,53,1.82,14.0,,
551,14300000.0,0.0,17.05.2018,56,1.8849,14.0,,
552,50000000.0,0.0,24.05.2018,63,1.9436,15.0,,
553,10200000.0,0.0,29.05.2018,68,1.9436,15.0,,
554,0.0,10300000.0,29.05.2018,68,1.9563,15.0,,
555,0.0,16400000.0,31.05.2018,70,1.9842,16.0,,
556,0.0,106100000.0,06.06.2018,76,2.0252,16.0,,
557,52800000.0,0.0,11.06.2018,81,2.0573,16.0,,
558,191300000.0,0.0,15.05.2018,54,1.8388,14.0,,
559,0.0,230000000.0,11.06.2018,81,2.0573,16.0,,
560,0.0,20600000.0,11.06.2018,81,2.0573,16.0,,
561,62000000.0,0.0,15.05.2018,54,1.6162,11.0,,
562,54400000.0,0.0,11.06.2018,81,2.0714,18.0,,
563,250000000.0,0.0,23.04.2018,32,1.7447,13.0,,
564,18300000.0,0.0,23.04.2018,32,1.7447,13.0,,
565,0.0,15700000.0,30.04.2018,39,1.7603,13.0,,
566,0.0,1000000.0,02.05.2018,41,1.7778,13.0,,
567,6500000.0,0.0,04.05.2018,43,1.787,13.0,,
568,0.0,14200000.0,08.05.2018,47,1.7907,13.0,,
569,30600000.0,0.0,11.05.2018,50,1.8105,14.0,,
570,50400000.0,0.0,25.05.2018,64,1.9436,15.0,,
571,14300000.0,0.0,31.05.2018,70,1.9842,16.0,,
572,10200000.0,0.0,04.06.2018,74,2.0172,16.0,,
573,0.0,14300000.0,06.06.2018,76,2.0252,16.0,,
574,153500000.0,0.0,16.05.2018,55,1.85,14.0,,
575,55000000.0,0.0,16.05.2018,55,1.85,14.0,,
576,0.0,55000000.0,18.06.2018,88,2.145,18.0,,
577,149100000.0,0.0,16.05.2018,55,1.85,14.0,,
578,0.0,77000000.0,16.05.2018,55,1.85,14.0,,
579,183900000.0,0.0,29.05.2018,68,1.9842,16.0,,
580,0.0,173500000.0,16.05.2018,55,1.85,14.0,,
581,0.0,51200000.0,17.05.2018,56,1.6181,11.0,,
582,20600000.0,0.0,21.05.2018,60,1.8921,15.0,,
583,79700000.0,0.0,22.05.2018,61,1.9039,15.0,,
584,0.0,10300000.0,22.05.2018,61,1.9039,15.0,,
585,10300000.0,0.0,22.05.2018,61,1.9039,15.0,,
586,29900000.0,0.0,23.05.2018,62,1.9198,15.0,,
587,0.0,6200000.0,23.05.2018,62,1.9198,15.0,,
588,0.0,12400000.0,25.05.2018,64,1.9436,15.0,,
589,0.0,100000000.0,25.05.2018,64,1.9436,15.0,,
590,10300000.0,0.0,25.05.2018,64,1.9436,15.0,,
591,4500000.0,0.0,25.05.2018,64,1.9436,15.0,,
592,0.0,8300000.0,25.05.2018,64,1.9436,15.0,,
593,0.0,8300000.0,29.05.2018,68,1.9842,16.0,,
594,8300000.0,0.0,01.06.2018,71,2.0063,16.0,,
595,109000000.0,0.0,01.06.2018,71,2.0063,16.0,,
596,12400000.0,0.0,04.06.2018,74,2.0172,16.0,,
597,0.0,16600000.0,06.06.2018,76,2.0252,16.0,,
598,0.0,16600000.0,06.06.2018,76,2.0252,16.0,,
599,0.0,20700000.0,08.06.2018,78,2.0473,16.0,,
600,207100000.0,0.0,08.06.2018,78,2.0473,16.0,,
601,10000000.0,0.0,12.06.2018,82,2.0714,18.0,,
602,0.0,230000000.0,12.06.2018,82,2.0714,18.0,,
603,0.0,20000000.0,13.06.2018,83,2.0888,18.0,,
604,0.0,115000000.0,13.06.2018,83,2.0888,18.0,,
605,0.0,41500000.0,14.06.2018,84,2.1069,18.0,,
606,0.0,12400000.0,15.06.2018,85,2.1245,18.0,,
607,0.0,12000000.0,15.06.2018,85,2.1245,18.0,,
608,0.0,14500000.0,15.06.2018,85,2.1245,18.0,,
609,31100000.0,0.0,15.06.2018,85,2.1245,18.0,,
610,207400000.0,0.0,18.06.2018,88,2.145,18.0,,
611,8300000.0,0.0,18.06.2018,88,2.145,18.0,,
612,20800000.0,0.0,19.06.2018,89,2.1775,19.0,,
613,0.0,15000000.0,21.06.2018,91,2.2225,19.0,,
614,0.0,84000000.0,01.05.2018,40,1.7734,13.0,,
615,54000000.0,0.0,01.05.2018,40,1.7734,13.0,,
616,0.0,2600000.0,01.05.2018,40,1.7734,13.0,,
617,10300000.0,0.0,08.05.2018,47,1.787,13.0,,
618,5100000.0,0.0,08.05.2018,47,1.7935,13.0,,
619,0.0,14400000.0,11.05.2018,50,1.8105,14.0,,
620,0.0,20600000.0,11.05.2018,50,1.8105,14.0,,
621,10300000.0,0.0,14.05.2018,53,1.8334,14.0,,
622,10300000.0,0.0,21.05.2018,60,1.8849,14.0,,
623,10300000.0,0.0,21.05.2018,60,1.8921,15.0,,
624,0.0,6200000.0,21.05.2018,60,1.8921,15.0,,
625,0.0,20600000.0,29.05.2018,68,1.9436,15.0,,
626,10300000.0,0.0,04.06.2018,74,2.0246,16.0,,
627,0.0,100000000.0,04.06.2018,74,2.0246,16.0,,
628,0.0,5500000.0,08.06.2018,78,2.0473,16.0,,
629,51500000.0,0.0,08.06.2018,78,2.0473,16.0,,
630,10300000.0,0.0,11.06.2018,81,2.0573,16.0,,
631,11000000.0,0.0,11.06.2018,81,2.0714,18.0,,
632,10300000.0,0.0,15.06.2018,85,2.1245,18.0,,
633,25600000.0,0.0,18.06.2018,88,2.1775,19.0,,
634,11000000.0,0.0,19.06.2018,89,2.1775,19.0,,
635,0.0,20600000.0,30.04.2018,39,1.7603,13.0,,
636,30900000.0,0.0,30.04.2018,39,1.7669,13.0,,
637,100000000.0,0.0,04.06.2018,74,1.245,6.0,,
638,0.0,16500000.0,14.05.2018,53,1.8334,14.0,,
639,0.0,10900000.0,14.05.2018,53,1.8334,14.0,,
640,0.0,10900000.0,22.05.2018,61,1.9039,15.0,,
641,14400000.0,0.0,29.05.2018,68,1.9842,16.0,,
642,21000000.0,0.0,04.06.2018,74,2.0246,16.0,,
643,25000000.0,0.0,04.06.2018,74,2.0246,16.0,,
644,10300000.0,0.0,11.06.2018,81,2.0573,16.0,,
645,10300000.0,0.0,11.06.2018,81,2.0714,18.0,,
646,0.0,10400000.0,15.06.2018,85,2.1245,18.0,,
647,0.0,10400000.0,15.06.2018,85,2.1245,18.0,,
648,0.0,20700000.0,18.06.2018,88,2.1775,19.0,,
649,14031.34,0.0,05.06.2018,75,3.1625,28.0,,
650,0.0,15.05,05.06.2018,75,3.1625,28.0,,
651,10300000.0,0.0,27.04.2018,36,1.7603,13.0,,
652,10700000.0,0.0,30.04.2018,39,1.7603,13.0,,
653,12800000.0,0.0,03.05.2018,42,1.787,13.0,,
654,0.0,10300000.0,08.05.2018,47,1.789,13.0,,
655,10300000.0,0.0,08.05.2018,47,1.789,13.0,,
656,0.0,10300000.0,09.05.2018,48,1.7999,13.0,,
657,10200000.0,0.0,09.05.2018,48,1.7999,13.0,,
658,14400000.0,0.0,10.05.2018,49,1.8105,14.0,,
659,20600000.0,0.0,21.05.2018,60,1.8849,14.0,,
660,28000000.0,0.0,23.05.2018,62,1.9198,15.0,,
661,51500000.0,0.0,04.06.2018,74,2.0172,16.0,,
662,8100000.0,0.0,04.06.2018,74,2.0246,16.0,,
663,0.0,10300000.0,04.06.2018,74,2.0246,16.0,,
664,15500000.0,0.0,04.06.2018,74,2.0246,16.0,,
665,0.0,10300000.0,06.06.2018,76,2.0252,16.0,,
666,0.0,10300000.0,12.06.2018,82,2.0714,18.0,,
667,10300000.0,0.0,13.06.2018,83,2.0888,18.0,,
668,0.0,27500000.0,13.06.2018,83,2.0888,18.0,,
669,0.0,20700000.0,18.06.2018,88,2.145,18.0,,
670,5400000.0,0.0,18.06.2018,88,2.145,18.0,,
671,0.0,51250000.0,23.04.2018,32,1.7447,13.0,,
672,10300000.0,0.0,23.04.2018,32,1.7445,13.0,,
673,5400000.0,0.0,24.04.2018,33,1.7413,13.0,,
674,17000000.0,0.0,27.04.2018,36,1.7603,13.0,,
675,10300000.0,0.0,27.04.2018,36,1.7603,13.0,,
676,98000000.0,0.0,01.05.2018,40,1.7734,13.0,,
677,0.0,102800000.0,01.05.2018,40,1.7734,13.0,,
678,10300000.0,0.0,01.05.2018,40,1.7734,13.0,,
679,10300000.0,0.0,01.05.2018,40,1.7734,13.0,,
680,0.0,10500000.0,23.04.2018,32,1.7445,13.0,,
681,0.0,20900000.0,23.04.2018,32,1.7445,13.0,,
682,0.0,20900000.0,23.04.2018,32,1.7445,13.0,,
683,0.0,9000000.0,25.04.2018,34,1.7452,13.0,,
684,0.0,10000000.0,26.04.2018,35,1.7525,13.0,,
685,55000000.0,0.0,27.04.2018,36,1.7603,13.0,,
686,16700000.0,0.0,26.04.2018,35,1.7525,13.0,,
687,0.0,54800000.0,26.04.2018,35,1.7525,13.0,,
688,50000000.0,0.0,26.04.2018,35,1.7525,13.0,,
689,24500000.0,0.0,27.04.2018,36,1.7603,13.0,,
690,16700000.0,0.0,27.04.2018,36,1.7603,13.0,,
691,109800000.0,0.0,27.04.2018,36,1.7603,13.0,,
692,0.0,10400000.0,30.04.2018,39,1.7603,13.0,,
693,2100000.0,0.0,03.05.2018,42,1.787,13.0,,
694,16000000.0,0.0,04.05.2018,43,1.787,13.0,,
695,0.0,20800000.0,04.05.2018,43,1.787,13.0,,
696,2100000.0,0.0,09.05.2018,48,1.7999,13.0,,
697,0.0,10400000.0,10.05.2018,49,1.8105,14.0,,
698,50000000.0,0.0,10.05.2018,49,1.8105,14.0,,
699,0.0,10500000.0,14.05.2018,53,1.8105,14.0,,
700,0.0,10500000.0,15.05.2018,54,1.8388,14.0,,
701,0.0,10500000.0,16.05.2018,55,1.85,14.0,,
702,0.0,218900000.0,21.05.2018,60,1.8849,14.0,,
703,150800000.0,0.0,21.05.2018,60,1.8849,14.0,,
704,0.0,55900000.0,21.05.2018,60,1.8849,14.0,,
705,10000000.0,0.0,07.06.2018,77,2.0349,16.0,,
706,0.0,10400000.0,23.04.2018,32,1.7447,13.0,,
707,14600000.0,0.0,25.04.2018,34,1.7452,13.0,,
708,50000000.0,0.0,26.04.2018,35,1.7525,13.0,,
709,25000000.0,0.0,27.04.2018,36,1.7603,13.0,,
710,6400000.0,0.0,30.04.2018,39,1.7603,13.0,,
711,0.0,10400000.0,02.05.2018,41,1.7778,13.0,,
712,0.0,54800000.0,02.05.2018,41,1.7778,13.0,,
713,50000000.0,0.0,02.05.2018,41,1.7778,13.0,,
714,10400000.0,0.0,03.05.2018,42,1.787,13.0,,
715,16700000.0,0.0,03.05.2018,42,1.787,13.0,,
716,0.0,50000000.0,08.05.2018,47,1.787,13.0,,
717,20500000.0,0.0,08.05.2018,47,1.7907,13.0,,
718,6000000.0,0.0,08.05.2018,47,1.7907,13.0,,
719,0.0,20000000.0,09.05.2018,48,1.7999,13.0,,
720,0.0,10400000.0,10.05.2018,49,1.8105,14.0,,
721,2500000.0,0.0,15.05.2018,54,1.8388,14.0,,
722,7600000.0,0.0,15.05.2018,54,1.8388,14.0,,
723,0.0,42000000.0,16.05.2018,55,1.85,14.0,,
724,0.0,55000000.0,16.05.2018,55,1.85,14.0,,
725,0.0,37500000.0,21.05.2018,60,1.8849,14.0,,
726,91000000.0,0.0,21.05.2018,60,1.8849,14.0,,
727,0.0,14600000.0,22.05.2018,61,1.9039,15.0,,
728,0.0,26200000.0,22.05.2018,61,1.9039,15.0,,
729,10500000.0,0.0,24.05.2018,63,1.9436,15.0,,
730,20800000.0,0.0,25.05.2018,64,1.9436,15.0,,
731,10500000.0,0.0,25.05.2018,64,1.9436,15.0,,
732,0.0,10500000.0,29.05.2018,68,1.9436,15.0,,
733,11000000.0,0.0,30.05.2018,69,1.9842,16.0,,
734,0.0,10000000.0,01.06.2018,71,2.0063,16.0,,
735,0.0,100000000.0,04.06.2018,74,2.0172,16.0,,
736,0.0,20800000.0,04.06.2018,74,2.0172,16.0,,
737,0.0,10000000.0,04.06.2018,74,2.0172,16.0,,
738,11000000.0,0.0,11.06.2018,81,2.0573,16.0,,
739,11000000.0,0.0,12.06.2018,82,2.0714,18.0,,
740,0.0,11000000.0,18.06.2018,88,2.145,18.0,,
741,0.0,10400000.0,18.06.2018,88,2.145,18.0,,
742,0.0,19100000.0,19.06.2018,89,2.1775,19.0,,
743,10000000.0,0.0,19.06.2018,89,2.1775,19.0,,
744,8800000.0,0.0,19.06.2018,89,2.1775,19.0,,
745,22000000.0,0.0,19.06.2018,89,2.1775,19.0,,
746,0.0,25000000.0,21.06.2018,91,2.2225,19.0,,
747,10400000.0,0.0,23.04.2018,32,1.7447,13.0,,
748,10400000.0,0.0,24.04.2018,33,1.7413,13.0,,
749,10400000.0,0.0,24.04.2018,33,1.7413,13.0,,
750,0.0,14600000.0,25.04.2018,34,1.7452,13.0,,
751,0.0,20500000.0,23.04.2018,32,1.7447,13.0,,
752,0.0,5000000.0,23.04.2018,32,1.7447,13.0,,
753,0.0,26700000.0,23.04.2018,32,1.7447,13.0,,
754,0.0,117000000.0,30.05.2018,69,1.9842,16.0,,
755,78100000.0,0.0,30.05.2018,69,1.9842,16.0,,
756,0.0,75000000.0,23.04.2018,32,1.7447,13.0,,
757,2100000.0,0.0,01.05.2018,40,1.7734,13.0,,
758,16000000.0,0.0,08.05.2018,47,1.787,13.0,,
759,102200000.0,0.0,08.05.2018,47,1.7907,13.0,,
760,10200000.0,0.0,09.05.2018,48,1.7999,13.0,,
761,0.0,10200000.0,10.05.2018,49,1.8105,14.0,,
762,152800000.0,0.0,10.05.2018,49,1.8105,14.0,,
763,10600000.0,0.0,14.05.2018,53,1.8105,14.0,,
764,101800000.0,0.0,14.05.2018,53,1.8105,14.0,,
765,0.0,10500000.0,16.05.2018,55,1.85,14.0,,
766,0.0,77000000.0,30.05.2018,69,1.9842,16.0,,
767,10200000.0,0.0,16.05.2018,55,1.85,14.0,,
768,0.0,102000000.0,21.05.2018,60,1.8849,14.0,,
769,101900000.0,0.0,23.05.2018,62,1.9198,15.0,,
770,0.0,20400000.0,29.05.2018,68,1.9436,15.0,,
771,20400000.0,0.0,29.05.2018,68,1.9842,16.0,,
772,0.0,10500000.0,01.06.2018,71,2.0063,16.0,,
773,20500000.0,0.0,08.06.2018,78,2.0473,16.0,,
774,12300000.0,0.0,15.06.2018,85,2.1245,18.0,,
775,0.0,20500000.0,18.06.2018,88,2.1775,19.0,,
776,53100000.0,0.0,18.06.2018,88,2.1775,19.0,,
777,101900000.0,0.0,23.04.2018,32,1.7447,13.0,,
778,14300000.0,0.0,25.04.2018,34,1.7452,13.0,,
779,12300000.0,0.0,26.04.2018,35,1.7525,13.0,,
780,0.0,20500000.0,27.04.2018,36,1.7603,13.0,,
781,0.0,12700000.0,14.05.2018,53,1.82,14.0,,
782,6100000.0,0.0,17.05.2018,56,1.8849,14.0,,
783,10200000.0,0.0,21.05.2018,60,1.8849,14.0,,
784,50000000.0,0.0,29.05.2018,68,1.9436,15.0,,
785,20500000.0,0.0,04.06.2018,74,2.0172,16.0,,
786,171900000.0,0.0,06.06.2018,76,2.0252,16.0,,
787,0.0,10200000.0,07.06.2018,77,2.0349,16.0,,
788,0.0,102100000.0,11.06.2018,81,2.0573,16.0,,
789,0.0,230000000.0,11.06.2018,81,2.0573,16.0,,
790,0.0,320000000.0,11.06.2018,81,1.7225,12.0,,
791,20600000.0,0.0,11.06.2018,81,2.0714,18.0,,
792,0.0,10200000.0,25.04.2018,34,1.7452,13.0,,
793,1000000.0,0.0,27.04.2018,36,1.7603,13.0,,
794,0.0,8200000.0,30.04.2018,39,1.7603,13.0,,
795,15700000.0,0.0,04.05.2018,43,1.787,13.0,,
796,0.0,50000000.0,09.05.2018,48,1.7999,13.0,,
797,12200000.0,0.0,18.05.2018,57,1.8849,14.0,,
798,0.0,45700000.0,25.05.2018,64,1.9436,15.0,,
799,0.0,38000000.0,25.05.2018,64,1.9436,15.0,,
800,40000000.0,0.0,31.05.2018,70,2.5442,22.0,,
801,10800000.0,0.0,01.06.2018,71,2.0063,16.0,,
802,0.0,10200000.0,04.06.2018,74,2.0172,16.0,,
803,14300000.0,0.0,06.06.2018,76,2.0252,16.0,,
804,0.0,10200000.0,06.06.2018,76,2.0252,16.0,,
805,0.0,22400000.0,15.06.2018,85,2.1245,18.0,,
806,0.0,10500000.0,30.04.2018,39,1.7669,13.0,,
807,50000000.0,0.0,30.04.2018,39,1.7669,13.0,,
808,20000000.0,0.0,30.04.2018,39,1.7669,13.0,,
809,0.0,31500000.0,30.04.2018,39,1.7723,13.0,,
810,20000000.0,0.0,03.05.2018,42,1.787,13.0,,
811,0.0,10000000.0,09.05.2018,48,1.7999,13.0,,
812,47600000.0,0.0,10.05.2018,49,1.8105,14.0,,
813,12000000.0,0.0,14.05.2018,53,1.8334,14.0,,
814,0.0,23800000.0,14.05.2018,53,1.8334,14.0,,
815,0.0,21000000.0,14.05.2018,53,1.8334,14.0,,
816,11100000.0,0.0,16.05.2018,55,1.85,14.0,,
817,0.0,11100000.0,16.05.2018,55,1.85,14.0,,
818,0.0,32000000.0,17.05.2018,56,1.8849,14.0,,
819,11000000.0,0.0,21.05.2018,60,1.8849,14.0,,
820,11000000.0,0.0,21.05.2018,60,1.8849,14.0,,
821,21000000.0,0.0,21.05.2018,60,1.8849,14.0,,
822,0.0,21000000.0,21.05.2018,60,1.8849,14.0,,
823,0.0,100000000.0,21.05.2018,60,1.8849,14.0,,
824,0.0,22000000.0,21.05.2018,60,1.8921,15.0,,
825,100000000.0,0.0,22.05.2018,61,1.9039,15.0,,
826,50000000.0,0.0,22.05.2018,61,1.9039,15.0,,
827,0.0,11000000.0,24.05.2018,63,1.9436,15.0,,
828,0.0,47500000.0,24.05.2018,63,1.9436,15.0,,
829,0.0,11000000.0,24.05.2018,63,1.9436,15.0,,
830,20900000.0,0.0,30.05.2018,69,1.9842,16.0,,
831,12000000.0,0.0,01.06.2018,71,2.0063,16.0,,
832,11000000.0,0.0,01.06.2018,71,2.0063,16.0,,
833,11000000.0,0.0,04.06.2018,74,2.0246,16.0,,
834,35600000.0,0.0,04.06.2018,74,2.0246,16.0,,
835,0.0,122000000.0,15.05.2018,54,1.9604,15.0,,
836,0.0,11000000.0,05.06.2018,75,2.0246,16.0,,
837,76700000.0,0.0,06.06.2018,76,2.0252,16.0,,
838,0.0,67800000.0,06.06.2018,76,2.0252,16.0,,
839,76600000.0,0.0,07.06.2018,77,2.0349,16.0,,
840,0.0,11000000.0,08.06.2018,78,2.0473,16.0,,
841,1000000.0,0.0,11.06.2018,81,2.0714,18.0,,
842,162200000.0,0.0,15.05.2018,54,1.9604,15.0,,
843,11000000.0,0.0,12.06.2018,82,2.0714,18.0,,
844,11000000.0,0.0,13.06.2018,83,2.0888,18.0,,
845,0.0,83200000.0,14.06.2018,84,2.1069,18.0,,
846,0.0,11000000.0,15.06.2018,85,2.1245,18.0,,
847,18000000.0,0.0,18.06.2018,88,2.1775,19.0,,
848,0.0,43000000.0,30.04.2018,39,1.7603,13.0,,
849,160000000.0,0.0,15.05.2018,54,1.8388,14.0,,
850,22000000.0,0.0,30.04.2018,39,1.7669,13.0,,
851,21500000.0,0.0,14.06.2018,84,2.1069,18.0,,
852,0.0,25000000.0,24.05.2018,63,1.9436,15.0,,
853,20000000.0,0.0,06.06.2018,76,2.0252,16.0,,
854,0.0,31000000.0,02.05.2018,41,1.7778,13.0,,
855,20000000.0,0.0,05.06.2018,75,2.0246,16.0,,
856,0.0,10000000.0,18.06.2018,88,2.145,18.0,,
857,0.0,10000000.0,18.06.2018,88,2.145,18.0,,
858,20000000.0,0.0,18.06.2018,88,2.1775,19.0,,
859,55000000.0,0.0,23.04.2018,32,1.7447,13.0,,
860,60000000.0,0.0,24.04.2018,33,1.7413,13.0,,
861,0.0,61000000.0,08.05.2018,47,1.787,13.0,,
862,0.0,25000000.0,08.05.2018,47,1.7907,13.0,,
863,100000000.0,0.0,08.05.2018,47,1.7907,13.0,,
864,17000000.0,0.0,14.05.2018,53,1.8105,14.0,,
865,0.0,26000000.0,14.05.2018,53,1.8105,14.0,,
866,0.0,17000000.0,21.05.2018,60,1.8921,15.0,,
867,0.0,41000000.0,25.05.2018,64,1.9436,15.0,,
